Timestamp,No Helmet Count
2024-05-28 16:52:48.791095,1
2024-05-28 16:52:48.852517,1
2024-05-28 16:52:48.917556,1
2024-05-28 16:52:48.980911,1
2024-05-28 16:52:49.045125,1
2024-05-28 16:52:49.104756,1
2024-05-28 16:52:49.166501,1
2024-05-28 16:52:49.240939,1
2024-05-28 16:52:49.308166,1
2024-05-28 16:52:49.374149,1
2024-05-28 16:52:49.437640,1
2024-05-28 16:52:49.499684,1
2024-05-28 16:52:49.560116,1
2024-05-28 16:52:50.985053,1
2024-05-28 16:52:51.050623,1
2024-05-28 16:52:51.111564,1
2024-05-28 16:52:51.170729,1
2024-05-28 16:52:51.237816,1
2024-05-28 16:52:51.299376,1
2024-05-28 16:52:51.360494,1
2024-05-28 16:52:51.420514,1
2024-05-28 16:52:53.002783,1
2024-05-28 16:52:53.066704,1
2024-05-28 16:52:53.132303,1
2024-05-28 16:52:56.958407,1
2024-05-28 16:52:57.149612,1
2024-05-28 16:52:57.273868,1
2024-05-28 16:52:57.405787,1
2024-05-28 16:52:57.853791,1
2024-05-28 16:52:58.740121,1
2024-05-28 16:52:58.800541,1
2024-05-28 16:52:58.867450,1
2024-05-28 16:52:58.931663,2
2024-05-28 16:52:58.997249,1
2024-05-28 16:52:59.061620,2
2024-05-28 16:52:59.126128,2
2024-05-28 16:52:59.190500,2
2024-05-28 16:52:59.254083,2
2024-05-28 16:52:59.315016,2
2024-05-28 16:52:59.379349,2
2024-05-28 16:52:59.442988,2
2024-05-28 16:52:59.508485,1
2024-05-28 16:52:59.572902,2
2024-05-28 16:52:59.638613,2
2024-05-28 16:52:59.704311,2
2024-05-28 16:52:59.767633,2
2024-05-28 16:52:59.829496,2
2024-05-28 16:52:59.894372,1
2024-05-28 16:52:59.963767,2
2024-05-28 16:53:00.025631,2
2024-05-28 16:53:00.085634,2
2024-05-28 16:53:00.150825,1
2024-05-28 16:53:00.212837,1
2024-05-28 16:53:00.281636,1
2024-05-28 16:53:00.343588,2
2024-05-28 16:53:00.407782,1
2024-05-28 16:53:00.474094,1
2024-05-28 16:53:00.536975,1
2024-05-28 16:53:00.602757,1
2024-05-28 16:53:00.665104,1
2024-05-28 16:53:00.726284,1
2024-05-28 16:53:00.786490,1
2024-05-28 16:53:00.850021,2
2024-05-28 16:53:00.912016,1
2024-05-28 16:53:00.979658,1
2024-05-28 16:53:01.043453,1
2024-05-28 16:53:01.107892,1
2024-05-28 16:53:01.171589,1
2024-05-28 16:53:01.231958,2
2024-05-28 16:53:01.297614,1
2024-05-28 16:53:01.364703,1
2024-05-28 16:53:01.430331,1
2024-05-28 16:53:01.490538,1
2024-05-28 16:53:01.558926,1
2024-05-28 16:53:01.623605,1
2024-05-28 16:53:01.693568,2
2024-05-28 16:53:01.758595,1
2024-05-28 16:53:02.076200,2
2024-05-28 16:53:02.145752,2
2024-05-28 16:53:06.095694,1
2024-05-28 16:53:06.161548,1
2024-05-28 16:53:06.223188,1
2024-05-28 16:53:06.291344,1
2024-05-28 16:53:06.356365,1
2024-05-28 16:53:06.422116,1
2024-05-28 16:53:06.486165,1
2024-05-28 16:53:06.551342,1
2024-05-28 16:53:06.617861,1
2024-05-28 16:53:06.686015,2
2024-05-28 16:53:06.751180,2
2024-05-28 16:53:06.816866,2
2024-05-28 16:53:06.880083,2
2024-05-28 16:53:06.939759,2
2024-05-28 16:53:07.002454,2
2024-05-28 16:53:07.067566,2
2024-05-28 16:53:07.128336,1
2024-05-28 16:53:07.192235,1
2024-05-28 16:53:07.249705,1
2024-05-28 16:53:07.381622,1
2024-05-28 16:53:07.443321,1
2024-05-28 16:53:07.504403,1
2024-05-28 16:53:07.567123,1
2024-05-28 16:53:07.634271,1
2024-05-28 16:53:07.695481,1
2024-05-28 16:53:07.755799,1
2024-05-28 16:53:07.819867,1
2024-05-28 16:53:08.025933,1
2024-05-28 16:53:08.092780,1
2024-05-28 16:53:08.156866,1
2024-05-28 16:53:08.224333,1
2024-05-28 16:53:08.285466,1
2024-05-28 16:53:08.347646,1
2024-05-28 16:53:08.417033,1
2024-05-28 16:53:08.480998,1
2024-05-28 16:53:08.547331,1
2024-05-28 16:53:08.625393,1
2024-05-28 16:53:08.693369,1
2024-05-28 16:53:08.761839,1
2024-05-28 16:53:08.830840,1
2024-05-28 16:53:09.676014,1
2024-05-28 16:53:09.739340,1
2024-05-28 16:53:09.835678,1
2024-05-28 16:53:09.902285,1
2024-05-28 16:53:09.969452,1
2024-05-28 16:53:10.033081,1
2024-05-28 16:53:10.097096,1
2024-05-28 16:53:10.163900,1
2024-05-28 16:53:10.227966,1
2024-05-28 16:53:10.295794,1
2024-05-28 16:53:10.363782,1
2024-05-28 16:53:10.435016,2
2024-05-28 16:53:10.498183,2
2024-05-28 16:53:10.567352,1
2024-05-28 16:53:10.631307,1
2024-05-28 16:53:10.700927,1
2024-05-28 16:53:10.764566,1
2024-05-28 16:53:10.831813,1
2024-05-28 16:53:10.894115,1
2024-05-28 16:53:10.961579,1
2024-05-28 16:53:13.525495,1
2024-05-28 16:53:13.593283,1
2024-05-28 16:53:13.662379,1
2024-05-28 16:53:13.723354,1
2024-05-28 16:53:13.788745,1
2024-05-28 16:53:13.854516,1
2024-05-28 16:53:13.925705,1
2024-05-28 16:53:13.991810,1
2024-05-28 16:53:14.059839,1
2024-05-28 16:53:14.125378,1
2024-05-28 16:53:14.188178,1
2024-05-28 16:53:14.255129,1
2024-05-28 16:53:14.322911,1
2024-05-28 16:53:14.381603,1
2024-05-28 16:53:14.447062,1
2024-05-28 16:53:14.511835,1
2024-05-28 16:53:14.578269,1
2024-05-28 16:53:14.641226,1
2024-05-28 16:53:14.705357,1
2024-05-28 16:53:14.772999,1
2024-05-28 16:53:14.839124,1
2024-05-28 16:53:14.904902,1
2024-05-28 16:53:14.970566,1
2024-05-28 16:53:15.035453,1
2024-05-28 16:53:15.103987,1
2024-05-28 16:53:15.171642,1
2024-05-28 16:53:15.234507,1
2024-05-28 16:53:15.303885,1
2024-05-28 16:53:15.376607,1
2024-05-28 16:53:15.445635,1
2024-05-28 16:53:15.512757,1
2024-05-28 16:53:15.583901,1
2024-05-28 16:53:15.651970,1
2024-05-28 16:53:15.722626,1
2024-05-28 16:53:18.884792,1
2024-05-28 16:53:18.944906,1
2024-05-28 16:53:19.005468,1
2024-05-28 16:53:19.069711,1
2024-05-28 16:53:19.139922,1
2024-05-28 16:53:19.201446,1
2024-05-28 16:53:19.332538,1
2024-05-28 16:53:19.401359,1
2024-05-28 16:53:19.470542,2
2024-05-28 16:53:19.536903,2
2024-05-28 16:53:19.597339,2
2024-05-28 16:53:19.659440,2
2024-05-28 16:53:19.717449,2
2024-05-28 16:53:19.778973,2
2024-05-28 16:53:19.839775,2
2024-05-28 16:53:19.905376,2
2024-05-28 16:53:19.975936,2
2024-05-28 16:53:20.046765,2
2024-05-28 16:53:20.113374,2
2024-05-28 16:53:20.173235,2
2024-05-28 16:53:20.238212,2
2024-05-28 16:53:20.302329,2
2024-05-28 16:53:20.363234,2
2024-05-28 16:53:20.423336,2
2024-05-28 16:53:20.497038,2
2024-05-28 16:53:20.554930,1
2024-05-28 16:53:20.624673,1
2024-05-28 16:53:20.693619,1
2024-05-28 16:53:20.756076,1
2024-05-28 16:53:20.821401,1
2024-05-28 16:53:20.885222,1
2024-05-28 16:53:20.947197,1
2024-05-28 16:53:21.012009,1
2024-05-28 16:53:21.075017,1
2024-05-28 16:53:21.137074,1
2024-05-28 16:53:21.208573,1
2024-05-28 16:53:21.280803,1
2024-05-28 16:53:21.350070,1
2024-05-28 16:53:21.420999,1
2024-05-28 16:53:21.491363,1
2024-05-28 16:53:21.564324,1
2024-05-28 16:53:21.633105,1
2024-05-28 16:53:21.700839,1
2024-05-28 16:53:21.767249,1
2024-05-28 16:53:21.830614,1
2024-05-28 16:53:21.894839,1
2024-05-28 16:53:21.959169,1
2024-05-28 16:53:22.026060,1
2024-05-28 16:53:22.090896,1
2024-05-28 16:53:22.185964,1
2024-05-28 17:00:26.195434,1
2024-05-28 17:00:26.267007,1
2024-05-28 17:00:26.330990,1
2024-05-28 17:00:26.404907,1
2024-05-28 17:00:26.472978,1
2024-05-28 17:00:26.533837,1
2024-05-28 17:00:26.601108,1
2024-05-28 17:00:26.663969,1
2024-05-28 17:00:26.728713,1
2024-05-28 17:00:26.793834,1
2024-05-28 17:00:26.862170,1
2024-05-28 17:00:26.928061,1
2024-05-28 17:00:26.991331,1
2024-05-28 17:00:27.052312,1
2024-05-28 17:00:27.113976,1
2024-05-28 17:00:27.184608,1
2024-05-28 17:00:27.257225,1
2024-05-28 17:00:27.328824,1
2024-05-28 17:00:27.394097,1
2024-05-28 17:00:27.479827,1
2024-05-28 17:00:27.550343,1
2024-05-28 17:00:27.620637,1
2024-05-28 17:00:27.685404,1
2024-05-28 17:00:27.756559,1
2024-05-28 17:00:27.820393,1
2024-05-28 17:00:27.895071,1
2024-05-28 17:00:27.962344,1
2024-05-28 17:00:28.025829,1
2024-05-28 17:00:28.085242,1
2024-05-28 17:00:28.149466,1
2024-05-28 17:00:28.213889,1
2024-05-28 17:00:28.278654,1
2024-05-28 17:00:28.349439,1
2024-05-28 17:00:28.414415,1
2024-05-28 17:00:28.476412,1
2024-05-28 17:00:28.549730,1
2024-05-28 17:00:28.615781,1
2024-05-28 17:00:28.682345,1
2024-05-28 17:00:28.745286,1
2024-05-28 17:00:30.150674,1
2024-05-28 17:00:30.219815,1
2024-05-28 17:00:30.343337,1
2024-05-28 17:00:30.411935,1
2024-05-28 17:00:30.473881,1
2024-05-28 17:00:30.540266,1
2024-05-28 17:00:30.607927,1
2024-05-28 17:00:30.739355,1
2024-05-28 17:00:30.801515,1
2024-05-28 17:00:30.936179,1
2024-05-28 17:00:36.473306,1
2024-05-28 17:00:36.541443,1
2024-05-28 17:00:36.610539,1
2024-05-28 17:00:36.676049,1
2024-05-28 17:00:36.741392,1
2024-05-28 17:00:36.807010,1
2024-05-28 17:00:36.873951,1
2024-05-28 17:00:36.942045,1
2024-05-28 17:00:37.013591,1
2024-05-28 17:00:37.077518,1
2024-05-28 17:00:37.145870,1
2024-05-28 17:00:37.209842,1
2024-05-28 17:00:37.278196,1
2024-05-28 17:00:37.339415,1
2024-05-28 17:00:37.435431,1
2024-05-28 17:00:37.501003,1
2024-05-28 17:00:38.228585,1
2024-05-28 17:03:30.016429,1
2024-05-28 17:03:30.087774,1
2024-05-28 17:03:30.152002,1
2024-05-28 17:03:30.221985,1
2024-05-28 17:03:30.285879,1
2024-05-28 17:03:30.354911,1
2024-05-28 17:03:30.420999,2
2024-05-28 17:03:30.489530,2
2024-05-28 17:03:30.558908,1
2024-05-28 17:03:30.674306,1
2024-05-28 17:03:30.745716,1
2024-05-28 17:03:30.812242,1
2024-05-28 17:03:30.878599,1
2024-05-28 17:03:30.939698,1
2024-05-28 17:03:31.007688,1
2024-05-28 17:03:31.071840,1
2024-05-28 17:03:31.149952,1
2024-05-28 17:03:31.234892,1
2024-05-28 17:03:31.302594,1
2024-05-28 17:03:31.366739,1
2024-05-28 17:03:31.432442,1
2024-05-28 17:03:31.493539,1
2024-05-28 17:03:31.560251,1
2024-05-28 17:03:31.621510,1
2024-05-28 17:03:31.686091,1
2024-05-28 17:03:31.744652,1
2024-05-28 17:03:31.818857,1
2024-05-28 17:03:31.885403,1
2024-05-28 17:03:31.949307,1
2024-05-28 17:03:32.011253,1
2024-05-28 17:03:32.082917,1
2024-05-28 17:03:32.145603,1
2024-05-28 17:03:32.209248,1
2024-05-28 17:03:32.273913,1
2024-05-28 17:03:32.337556,1
2024-05-28 17:03:32.404092,1
2024-05-28 17:03:32.468031,1
2024-05-28 17:03:32.531206,1
2024-05-28 17:03:32.597148,1
2024-05-28 17:03:32.656000,1
2024-05-28 17:03:32.722851,1
2024-05-28 17:03:32.782945,1
2024-05-28 17:03:32.845462,1
2024-05-28 17:03:32.912739,1
2024-05-28 17:03:32.980771,1
2024-05-28 17:03:33.045144,2
2024-05-28 17:03:33.107831,2
2024-05-28 17:03:33.197535,2
2024-05-28 17:03:33.266022,1
2024-05-28 17:03:33.332509,1
2024-05-28 17:03:33.401369,1
2024-05-28 17:03:33.465510,2
2024-05-28 17:03:33.533598,1
2024-05-28 17:03:33.596917,1
2024-05-28 17:03:33.664948,2
2024-05-28 17:03:33.734184,1
2024-05-28 17:03:33.799492,1
2024-05-28 17:03:33.863585,1
2024-05-28 17:03:33.932966,2
2024-05-28 17:03:34.000129,2
2024-05-28 17:03:34.064929,1
2024-05-28 17:03:34.126739,2
2024-05-28 17:03:34.189821,2
2024-05-28 17:03:34.252482,1
2024-05-28 17:03:34.314677,1
2024-05-28 17:03:34.379487,1
2024-05-28 17:03:34.468044,1
2024-05-28 17:03:34.530004,1
2024-05-28 17:03:34.591640,1
2024-05-28 17:03:34.654674,1
2024-05-28 17:03:34.719042,1
2024-05-28 17:03:34.786104,1
2024-05-28 17:03:34.851574,1
2024-05-28 17:03:34.918633,1
2024-05-28 17:03:34.979172,1
2024-05-28 17:03:35.044143,1
2024-05-28 17:03:35.110934,1
2024-05-28 17:03:35.172767,1
2024-05-28 17:03:35.237021,1
2024-05-28 17:03:35.301786,1
2024-05-28 17:03:35.369341,1
2024-05-28 17:03:35.435827,1
2024-05-28 17:03:35.499851,1
2024-05-28 17:03:35.564390,1
2024-05-28 17:03:35.952109,2
2024-05-28 17:03:36.211183,1
2024-05-28 17:03:36.277973,2
2024-05-28 17:03:36.345868,2
2024-05-28 17:03:36.409057,2
2024-05-28 17:03:36.472109,1
2024-05-28 17:03:36.537813,1
2024-05-28 17:03:36.787515,1
2024-05-28 17:03:42.942400,1
2024-05-28 17:03:43.005320,1
2024-05-28 17:03:43.064861,1
2024-05-28 17:03:43.127244,1
2024-05-28 17:03:43.310737,1
2024-05-28 17:03:43.377066,1
2024-05-28 17:03:43.441559,1
2024-05-28 17:03:43.508600,1
2024-05-28 17:03:43.570972,1
2024-05-28 17:03:43.634915,1
2024-05-28 17:03:43.698019,1
2024-05-28 17:03:43.762221,1
2024-05-28 17:03:43.827356,1
2024-05-28 17:03:43.896657,1
2024-05-28 17:03:43.960416,1
2024-05-28 17:03:44.029372,1
2024-05-28 17:03:44.095814,1
2024-05-28 17:03:44.160893,1
2024-05-28 17:03:44.228458,1
2024-05-28 17:03:44.299436,1
2024-05-28 17:03:44.364298,1
2024-05-28 17:03:44.429744,1
2024-05-28 17:03:44.497684,1
2024-05-28 17:03:44.562876,1
2024-05-28 17:03:44.625957,1
2024-05-28 17:03:52.666371,1
2024-05-28 17:03:53.173641,1
2024-05-28 17:03:53.235530,1
2024-05-28 17:03:55.525522,1
2024-05-28 17:03:55.588850,1
2024-05-28 17:03:55.652670,1
2024-05-28 17:03:55.720288,1
2024-05-28 17:03:55.785948,1
2024-05-28 17:03:55.847981,1
2024-05-28 17:03:55.937729,1
2024-05-28 17:03:56.004058,1
2024-05-28 17:03:56.069232,1
2024-05-28 17:03:56.131218,1
2024-05-28 17:03:56.192550,1
2024-05-28 17:03:56.265163,1
2024-05-28 17:03:56.332644,1
2024-05-28 17:03:56.391949,1
2024-05-28 17:03:56.460309,1
2024-05-28 17:03:58.147617,1
2024-05-28 17:03:58.216652,1
2024-05-28 17:03:58.285025,1
2024-05-28 17:03:58.356541,1
2024-05-28 17:03:58.423584,1
2024-05-28 17:03:58.487840,1
2024-05-28 17:03:58.556703,1
2024-05-28 17:03:58.624016,1
2024-05-28 17:03:59.164182,1
2024-05-28 17:03:59.231790,1
2024-05-28 17:03:59.298654,1
2024-05-28 17:03:59.368854,1
2024-05-28 17:03:59.437430,1
2024-05-28 17:03:59.505384,1
2024-05-28 17:03:59.575608,1
2024-05-28 17:03:59.641719,1
2024-05-28 17:03:59.707451,1
2024-05-28 17:03:59.772190,1
2024-05-28 17:03:59.838844,1
2024-05-28 17:03:59.904853,1
2024-05-28 17:03:59.972688,1
2024-05-28 17:04:00.041770,1
2024-05-28 17:04:00.111232,1
2024-05-28 17:04:00.175142,1
2024-05-28 17:04:00.239414,1
2024-05-28 17:04:00.304790,1
2024-05-28 17:04:00.375140,1
2024-05-28 17:04:00.454254,1
2024-05-28 18:03:38.659068,1
2024-05-28 18:03:38.731977,1
2024-05-28 18:03:38.793850,1
2024-05-28 18:03:39.185012,1
2024-05-28 18:03:39.314302,1
2024-05-28 18:03:39.380087,1
2024-05-28 18:03:39.447491,1
2024-05-28 18:03:39.525824,1
2024-05-28 18:03:39.594963,1
2024-05-28 18:03:39.663263,1
2024-05-28 18:03:39.730015,1
2024-05-28 18:03:39.796126,1
2024-05-28 18:03:39.863100,1
2024-05-28 18:03:39.933147,1
2024-05-28 18:03:39.999534,1
2024-05-28 18:03:40.068560,1
2024-05-28 18:03:40.468064,1
2024-05-28 18:03:40.534142,1
2024-05-28 18:03:40.601550,1
2024-05-28 18:03:40.670266,1
2024-05-28 18:03:40.740124,1
2024-05-28 18:03:40.808340,1
2024-05-28 18:03:40.874453,1
2024-05-28 18:03:40.937164,1
2024-05-28 18:03:41.004765,1
2024-05-28 18:03:41.069125,1
2024-05-28 18:03:41.134477,1
2024-05-28 18:03:41.197072,1
2024-05-28 18:03:41.258034,1
2024-05-28 18:03:41.330103,1
2024-05-28 18:03:41.395541,1
2024-05-28 18:03:41.473492,1
2024-05-28 18:03:41.536301,1
2024-05-28 18:03:41.602330,1
2024-05-28 18:03:41.668032,1
2024-05-28 18:03:42.300995,1
2024-05-28 18:03:42.366478,1
2024-05-28 18:03:42.431364,1
2024-05-28 18:03:42.503803,1
2024-05-28 18:03:42.568667,1
2024-05-28 18:03:53.605324,1
2024-05-28 18:03:53.669767,1
2024-05-28 18:03:53.757132,1
2024-05-28 18:03:53.821053,1
2024-05-28 18:03:53.885866,1
2024-05-28 18:03:53.951663,1
2024-05-28 18:03:54.828813,1
2024-05-28 18:03:54.887470,1
2024-05-28 18:03:54.951255,1
2024-05-28 18:03:55.014096,1
2024-05-28 18:03:55.077254,1
2024-05-28 18:03:55.138875,1
2024-05-28 18:03:55.204466,1
2024-05-28 18:03:55.270106,1
2024-05-28 18:03:55.327089,1
2024-05-28 18:03:55.391468,1
2024-05-28 18:03:55.455626,1
2024-05-28 18:03:55.520494,1
2024-05-28 18:03:55.585506,1
2024-05-28 18:03:55.645771,1
2024-05-28 18:03:55.710848,1
2024-05-28 18:03:55.771346,1
2024-05-28 18:03:55.837168,1
2024-05-28 18:03:55.904423,1
2024-05-28 18:03:55.965789,1
2024-05-28 18:03:56.029237,1
2024-05-28 18:03:56.091708,1
2024-05-28 18:03:56.155552,1
2024-05-28 18:03:56.224275,1
2024-05-28 18:03:56.293963,1
2024-05-28 18:03:56.361068,1
2024-05-28 18:03:56.420801,1
2024-05-28 18:03:56.488254,1
2024-05-28 18:03:56.554204,1
2024-05-28 18:03:56.750037,1
2024-05-28 18:03:56.809891,1
2024-05-28 18:03:56.878376,1
2024-05-28 18:03:56.961428,1
2024-05-28 18:03:57.034372,1
2024-05-28 18:03:57.107927,1
2024-05-28 18:03:57.190496,1
2024-05-28 18:03:57.251163,1
2024-05-28 18:03:57.973830,1
2024-05-28 18:03:58.036551,1
2024-05-28 18:03:58.101502,1
2024-05-28 18:03:58.162222,1
2024-05-28 18:03:58.230465,1
2024-05-28 18:03:58.293502,1
2024-05-28 18:03:58.359610,1
2024-05-28 18:03:58.422363,1
2024-05-28 18:03:58.493229,1
2024-05-28 18:03:58.562153,1
2024-05-28 18:03:58.626903,1
2024-05-28 18:03:58.691572,1
2024-05-28 18:03:58.756119,1
2024-05-28 18:03:58.819488,1
2024-05-28 18:03:58.883373,1
2024-05-28 18:03:58.952949,1
2024-05-28 18:03:59.055904,1
2024-05-28 18:03:59.122150,1
2024-05-28 18:03:59.186080,1
2024-05-28 18:03:59.254286,1
2024-05-28 18:03:59.318492,1
2024-05-28 18:03:59.391055,1
2024-05-28 18:03:59.458383,1
2024-05-28 18:03:59.528476,1
2024-05-28 18:03:59.594207,1
2024-05-28 18:03:59.663921,1
2024-05-28 18:03:59.733021,1
2024-05-28 18:03:59.805461,1
2024-05-28 18:03:59.884033,1
2024-05-28 18:14:56.910911,1
2024-05-28 18:14:57.035840,1
2024-05-28 18:14:57.104678,1
2024-05-28 18:14:57.173980,1
2024-05-28 18:14:57.244327,1
2024-05-28 18:14:57.307084,1
2024-05-28 18:14:57.371002,1
2024-05-28 18:14:57.441121,1
2024-05-28 18:14:57.501860,1
2024-05-28 18:14:57.567432,1
2024-05-28 18:14:57.628603,1
2024-05-28 18:14:57.699896,1
2024-05-28 18:14:57.769431,1
2024-05-28 18:14:57.834312,1
2024-05-28 18:14:57.893882,1
2024-05-28 18:14:57.961074,1
2024-05-28 18:14:58.025588,1
2024-05-28 18:14:58.092423,1
2024-05-28 18:14:58.158750,1
2024-05-28 18:14:58.222560,1
2024-05-28 18:14:58.283346,1
2024-05-28 18:14:58.342081,1
2024-05-28 18:14:58.402005,1
2024-05-28 18:14:58.466797,1
2024-05-28 18:14:58.528889,1
2024-05-28 18:14:58.590626,1
2024-05-28 18:14:58.656462,1
2024-05-28 18:14:58.722966,1
2024-05-28 18:14:58.783412,1
2024-05-28 18:14:58.848502,1
2024-05-28 18:14:58.909788,1
2024-05-28 18:14:58.974952,1
2024-05-28 18:14:59.034743,1
2024-05-28 18:14:59.097523,1
2024-05-28 18:14:59.161236,1
2024-05-28 18:14:59.227490,1
2024-05-28 18:14:59.291925,1
2024-05-28 18:14:59.354589,1
2024-05-28 18:14:59.413599,1
2024-05-28 18:14:59.479639,1
2024-05-28 18:14:59.541210,1
2024-05-28 18:14:59.609178,1
2024-05-28 18:14:59.672593,1
2024-05-28 18:14:59.737963,1
2024-05-28 18:14:59.804642,1
2024-05-28 18:14:59.870497,1
2024-05-28 18:14:59.929151,1
2024-05-28 18:14:59.992968,1
2024-05-28 18:15:00.054342,1
2024-05-28 18:15:00.115114,1
2024-05-28 18:15:00.175201,1
2024-05-28 18:15:00.238136,1
2024-05-28 18:15:00.297309,1
2024-05-28 18:15:00.361875,1
2024-05-28 18:15:00.423131,1
2024-05-28 18:15:00.486832,1
2024-05-28 18:15:00.548553,1
2024-05-28 18:15:00.612930,1
2024-05-28 18:15:00.676405,1
2024-05-28 18:15:00.740761,1
2024-05-28 18:15:00.800184,1
2024-05-28 18:15:00.894436,1
2024-05-28 18:15:00.960803,1
2024-05-28 18:15:01.023913,1
2024-05-28 18:15:01.085952,1
2024-05-28 18:15:01.148817,1
2024-05-28 18:15:01.211930,1
2024-05-28 18:15:01.271084,1
2024-05-28 18:15:01.335947,1
2024-05-28 18:15:01.396998,1
2024-05-28 18:15:01.461371,1
2024-05-28 18:15:01.523879,1
2024-05-28 18:15:01.587107,1
2024-05-28 18:15:01.645991,1
2024-05-28 18:15:01.706306,1
2024-05-28 18:15:01.767467,1
2024-05-28 18:15:01.832265,1
2024-05-28 18:15:01.897355,1
2024-05-28 18:15:01.965221,1
2024-05-28 18:15:02.031405,1
2024-05-28 18:15:02.094504,1
2024-05-28 18:15:02.157482,1
2024-05-28 18:15:02.222964,1
2024-05-28 18:15:02.287854,1
2024-05-28 18:15:02.352696,1
2024-05-28 18:15:02.410000,1
2024-05-28 18:15:02.475545,1
2024-05-28 18:15:02.537064,1
2024-05-28 18:15:02.596686,1
2024-05-28 18:15:02.658376,1
2024-05-28 18:15:02.726835,1
2024-05-28 18:15:02.788133,1
2024-05-28 18:15:02.852034,1
2024-05-28 18:15:02.911980,1
2024-05-28 18:15:02.982430,1
2024-05-28 18:15:03.045887,1
2024-05-28 18:15:03.109428,1
2024-05-28 18:15:03.173639,1
2024-05-28 18:15:03.237889,1
2024-05-28 18:15:03.302013,1
2024-05-28 18:15:03.366188,1
2024-05-28 18:15:03.429828,1
2024-05-28 18:15:03.495049,1
2024-05-28 18:15:03.558576,1
2024-05-28 18:15:03.620820,1
2024-05-28 18:15:03.680246,1
2024-05-28 18:15:03.745900,1
2024-05-28 18:15:03.806908,1
2024-05-28 18:15:03.869337,1
2024-05-28 18:15:03.931694,1
2024-05-28 18:15:03.997594,1
2024-05-28 18:15:04.065488,1
2024-05-28 18:15:04.129115,1
2024-05-28 18:15:04.192690,1
2024-05-28 18:15:04.257269,1
2024-05-28 18:15:04.319439,2
2024-05-28 18:15:04.407779,1
2024-05-28 18:15:04.471089,2
2024-05-28 18:15:04.536140,2
2024-05-28 18:15:04.599797,1
2024-05-28 18:15:04.666024,2
2024-05-28 18:15:04.728406,2
2024-05-28 18:15:04.790106,2
2024-05-28 18:15:04.852828,2
2024-05-28 18:15:04.916346,2
2024-05-28 18:15:04.983250,2
2024-05-28 18:15:05.049474,2
2024-05-28 18:15:05.110446,2
